game date,grade,round,team a,team a score,team a result,team b,team b score,team b result,bye,game status,venue,playing surface,time,game code,game alias,organisation,competition,competition type,season,game id
13/08/2022,Saturday U12 Girls Division 3/4,Round 14,Magic U12 Girls Gold,,,Newlands U12 Girls LEOPARDS,,,,UPCOMING,Pascoe Vale Girls College,Court 1,10:45:00,56b8a9,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,56b8a99a-60c7-4c2b-b2ec-b076dd692d07
13/08/2022,Saturday U12 Girls Division 3/4,Round 14,STARS U12 Girls U12 EW,,,Magic U12 Girls Black,,,,UPCOMING,Coburg Basketball Stadium,Court 4,10:45:00,74a25b,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,74a25b93-0f5e-4c01-8c98-34f7b6e5b292
13/08/2022,Saturday U14 Boys Division 3,Round 14,Rebels U14 Boys White,,,Magic U14 Boys Black,,,,UPCOMING,Coburg Basketball Stadium,Court 2,11:30:00,f5b948,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,f5b94817-2429-471a-8796-1c2f610dfea0
13/08/2022,Saturday U14 Boys Division 5,Round 14,Thunder U14 Boys Blue,,,Magic U14 Boys Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 4,11:30:00,cb5e6d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,cb5e6dc4-cc47-4427-901f-6e6642b1b124
13/08/2022,Saturday U14 Boys Division 5,Round 14,,,,,,,Magic U14 Boys Gold,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
13/08/2022,Saturday U14 Girls Division 3,Round 14,St Fidelis U14 Girls White,,,Magic U14 Girls Gold,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,12:15:00,314935,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,314935fb-1351-4e1f-8f2b-136639755c89
13/08/2022,Saturday U14 Girls Division 3,Round 14,Magic U14 Girls Purple,,,SUBC-CG141,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,13:00:00,16b853,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,16b853b3-0569-4441-93d1-5b82321adeed
13/08/2022,Saturday U16 Boys Division 2,Round 14,Newlands U16 Boys NETS,,,Magic U16 Boys Gold,,,,UPCOMING,Coburg Senior High School,Court 1,13:00:00,c9a39a,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,c9a39afb-a807-4c88-a733-4395640135c3
13/08/2022,Saturday U16 Boys Division 3,Round 14,Newlands U16 Boys CYCLONES,,,Magic U16 Boys Purple,,,,UPCOMING,Mercy College,Court 1,13:00:00,73da89,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,73da8963-3282-4ed0-9cb4-34317c725928
13/08/2022,Saturday U16 Girls Division 1/2,Round 14,Newlands U16 Girls LYNX,,,Magic U16 Girls Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 1,13:45:00,ef8c19,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,ef8c196c-a72a-4331-8f2c-1834fcf7706b
13/08/2022,Saturday U8 Mixed Division 1/2,Round 14,Magic U8 Mixed Purple,,,Newlands U8 Mixed BULLANTS,,,,UPCOMING,Coburg Basketball Stadium,Court 2,08:30:00,1b1c13,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,1b1c132a-fdfe-4619-978a-cdee20aea47c
20/08/2022,Saturday U10 Boys Division 3,Round 15,Piranhas U10 Mixed Indigo,,,Magic U10 Boys Purple,,,,UPCOMING,Mercy College,Court 1,09:15:00,a8a001,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a8a00169-c823-4384-a7eb-733e8d5f7ea9
20/08/2022,Saturday U10 Boys Division 3,Round 15,,,,,,,Magic U10 Boys Gold,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
20/08/2022,Saturday U10 Girls Division 2,Round 15,Magic U10 Girls Purple,,,Magic U10 Girls Gold,,,,UPCOMING,Coburg Senior High School,Court 1,09:15:00,230ccd,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,230ccda7-780f-499a-b3c0-38755903b2d3
20/08/2022,Saturday U12 Boys Division 1,Round 15,Magic U12 Boys Purple,,,Piranhas U12 Boys Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 1,10:00:00,cfeb7c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,cfeb7ca2-744c-464a-84f3-fbd55df1cd8b
20/08/2022,Saturday U12 Boys Division 2,Round 15,Magic U12 Boys Gold,,,Jets U12 Boys Red,,,,UPCOMING,Coburg Senior High School,Court 1,10:00:00,cacf00,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,cacf00a9-0c51-4698-9392-f21a023e091d
20/08/2022,Saturday U12 Boys Division 3,Round 15,Magic U12 Boys Black,,,St Fidelis U12 Boys White,,,,UPCOMING,Pascoe Vale Girls College,Court 1,10:00:00,d3062c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,d3062ce4-0787-4600-b200-ac9d6d6af589
20/08/2022,Saturday U12 Boys Division 4,Round 15,Magic U12 Boys Diamond,,,Rebels U12 Boys White,,,,UPCOMING,Coburg Basketball Stadium,Court 4,10:00:00,30b19e,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,30b19e8b-b2d8-49c6-9168-232ed409d7e7
20/08/2022,Saturday U12 Girls Division 1/2,Round 15,Magic U12 Girls Purple,,,Rebels U12 Girls Red,,,,UPCOMING,Coburg Basketball Stadium,Court 3,10:45:00,44093e,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,44093e7c-fdf7-4e13-8fc2-16c27cb8c578
20/08/2022,Saturday U12 Girls Division 3/4,Round 15,Magic U12 Girls Black,,,Magic U12 Girls Gold,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,10:45:00,bc4797,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,bc479710-9135-4463-8e30-c91a973e2e5e
20/08/2022,Saturday U14 Boys Division 3,Round 15,Magic U14 Boys Black,,,St Fidelis U14 Boys Blue,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,11:30:00,f16a1e,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,f16a1e42-5b36-4362-8b23-153931d5c217
20/08/2022,Saturday U14 Boys Division 5,Round 15,Newlands U14 Boys REDBACKS,,,Magic U14 Boys Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 4,11:30:00,df3494,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,df349422-7439-4822-a154-1b9f603c8aea
20/08/2022,Saturday U14 Boys Division 5,Round 15,,,,,,,Magic U14 Boys Purple,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
20/08/2022,Saturday U14 Girls Division 3,Round 15,Magic U14 Girls Gold,,,Magic U14 Girls Purple,,,,UPCOMING,Oak Park Stadium,Court 1,12:15:00,9daa3c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,9daa3c0d-3719-4433-a0cb-546e2dbb2a65
20/08/2022,Saturday U16 Boys Division 2,Round 15,Newlands U16 Boys CITY,,,Magic U16 Boys Gold,,,,UPCOMING,Pascoe Vale Girls College,Court 1,13:45:00,289333,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,28933307-2544-4818-958f-d933a384e0e8
20/08/2022,Saturday U16 Boys Division 3,Round 15,Magic U16 Boys Purple,,,Rebels U16 Boys Red,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,14:30:00,11942d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,11942d5b-0bc1-44e0-bed0-c22000222ada
20/08/2022,Saturday U16 Girls Division 1/2,Round 15,Magic U16 Girls Gold,,,STARS U16 Girls JC,,,,UPCOMING,Coburg Basketball Stadium,Court 4,13:45:00,530779,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,530779e9-2add-461b-9b88-ecc5eb428c36
20/08/2022,Saturday U8 Mixed Division 1/2,Round 15,Newlands U8 Mixed GRASSHOPPERS,,,Magic U8 Mixed Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 1,08:30:00,452d0e,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,452d0ea1-39a2-4cf3-82de-842a5fd63786
27/08/2022,Saturday U10 Boys Division 3,Round 16,Magic U10 Boys Gold,,,Rebels U10 Boys Blue,,,,UPCOMING,Mercy College,Court 1,09:15:00,a40724,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a407241a-0382-4f9a-8a6f-d7c868569fa4
27/08/2022,Saturday U10 Boys Division 3,Round 16,Magic U10 Boys Purple,,,Rebels U10 Boys Red,,,,UPCOMING,Northcote High School,Court 1,08:30:00,7f1190,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,7f1190d2-b3a0-4355-9125-b1c44f5dea5e
27/08/2022,Saturday U10 Girls Division 2,Round 16,Melbourne Warriors u/10g,,,Magic U10 Girls Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 4,09:15:00,6f8384,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,6f8384bd-43a5-49d8-9143-e1684c0aed0b
27/08/2022,Saturday U10 Girls Division 2,Round 16,Magic U10 Girls Gold,,,Panthers U10 Girls Green,,,,UPCOMING,Mercy College,Court 1,08:30:00,d1647f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,d1647f1f-a2a4-4948-9044-5383fe570f75
27/08/2022,Saturday U12 Boys Division 1,Round 16,STARS U12 Boys SR,,,Magic U12 Boys Purple,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,09:15:00,bea818,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,bea818c4-8863-40fd-9149-09c01d04b7d0
27/08/2022,Saturday U12 Boys Division 2,Round 16,Warriors U12 Boys Black,,,Magic U12 Boys Gold,,,,UPCOMING,Coburg Basketball Stadium,Court 2,10:00:00,bc7cf5,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,bc7cf54c-a7ce-4414-8ff7-bdfd9629727a
27/08/2022,Saturday U12 Boys Division 3,Round 16,St Fidelis U12 Boys Gold,,,Magic U12 Boys Black,,,,UPCOMING,Oak Park Stadium,Court 1,10:00:00,25146c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,25146c9c-7d1f-440d-839b-697e1ee825ae
27/08/2022,Saturday U12 Boys Division 4,Round 16,Newlands U12 Boys KINGS,,,Magic U12 Boys Diamond,,,,UPCOMING,Coburg Basketball Stadium,Court 3,10:00:00,cd1c2f,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,cd1c2f81-0744-4eba-9a4c-f7f67694eaa0
27/08/2022,Saturday U12 Girls Division 1/2,Round 16,Panthers U12 Girls Green,,,Magic U12 Girls Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 2,10:45:00,2117c3,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,2117c348-936d-4cf6-9085-e7cdf2f673a8
27/08/2022,Saturday U12 Girls Division 3/4,Round 16,St Fidelis U12 Girls Blue,,,Magic U12 Girls Black,,,,UPCOMING,Pascoe Vale Girls College,Court 1,10:45:00,0c9fa3,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,0c9fa370-56f4-4586-83fa-e907df4cf4a1
27/08/2022,Saturday U12 Girls Division 3/4,Round 16,Magic U12 Girls Gold,,,St Fidelis U12 Girls Green,,,,UPCOMING,Coburg Basketball Stadium,Court 4,10:45:00,bd91f3,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,bd91f3bf-710f-4f70-bc07-63b049fb5a85
27/08/2022,Saturday U14 Boys Division 3,Round 16,,,,,,,Magic U14 Boys Black,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
27/08/2022,Saturday U14 Boys Division 5,Round 16,Magic U14 Boys Purple,,,Newlands U14 Boys DRAGONS,,,,UPCOMING,Coburg Basketball Stadium,Court 4,11:30:00,a20229,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,a20229d4-31e7-47eb-9898-6c7711a60c13
27/08/2022,Saturday U14 Boys Division 5,Round 16,Magic U14 Boys Gold,,,Warriors U14 Boys White,,,,UPCOMING,Pascoe Vale Girls College,Court 1,11:30:00,586e71,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,586e717a-178b-443d-be2d-d041b4c5c301
27/08/2022,Saturday U14 Girls Division 3,Round 16,St Fidelis U14 Girls Silver,,,Magic U14 Girls Gold,,,,UPCOMING,Northcote High School,Court 1,13:00:00,23adc0,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,23adc079-b034-4aa1-97d8-790214f54e60
27/08/2022,Saturday U14 Girls Division 3,Round 16,Magic U14 Girls Purple,,,STARS U14 Girls Yellow,,,,UPCOMING,Dallas Brooks Community Primary School,Court 2,13:00:00,314b5d,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,314b5d72-5e3e-41f2-aa92-db4736e241e5
27/08/2022,Saturday U16 Boys Division 2,Round 16,Magic U16 Boys Gold,,,Piranhas U16 Boys Red,,,,UPCOMING,Dallas Brooks Community Primary School,Court 1,13:00:00,440b35,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,440b355f-06f0-4d87-93a6-5008cba129dc
27/08/2022,Saturday U16 Boys Division 3,Round 16,Jets U16 Boys Yellow,,,Magic U16 Boys Purple,,,,UPCOMING,Pascoe Vale Girls College,Court 1,13:00:00,372627,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,372627e5-f6e0-45d9-9b79-f86b30242194
27/08/2022,Saturday U16 Girls Division 1/2,Round 16,,,,,,,Magic U16 Girls Gold,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
27/08/2022,Saturday U8 Mixed Division 1/2,Round 16,Magic U8 Mixed Purple,,,Newlands U8 Mixed NUGGETS,,,,UPCOMING,Coburg Basketball Stadium,Court 3,08:30:00,5984f8,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,5984f8d5-16da-4ad5-8256-7355e47d4dc8
03/09/2022,Saturday U10 Boys Division 3,Round 17,Panthers U10 Boys Black,,,Magic U10 Boys Gold,,,,UPCOMING,Northcote High School,Court 1,08:30:00,c5f7ed,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,c5f7ed16-1a71-4a96-90b9-fe856e9c4a39
03/09/2022,Saturday U10 Boys Division 3,Round 17,Jets U10 Boys Yellow,,,Magic U10 Boys Purple,,,,UPCOMING,St John's College (Preston),Court 1,08:30:00,202c06,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,202c0601-2bae-4e41-be5d-324b3d8e89d8
03/09/2022,Saturday U10 Girls Division 2,Round 17,St Fidelis U10 Girls Blue,,,Magic U10 Girls Gold,,,,UPCOMING,Pascoe Vale Girls College,Court 1,09:15:00,400f69,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,400f6989-a112-4dec-a774-a67be1fb9c30
03/09/2022,Saturday U10 Girls Division 2,Round 17,,,,,,,Magic U10 Girls Purple,,,,,,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,
03/09/2022,Saturday U8 Mixed Division 1/2,Round 17,St Fidelis U8 Mixed Yellow,,,Magic U8 Mixed Purple,,,,UPCOMING,Coburg Basketball Stadium,Court 4,08:30:00,08f080,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,08f08021-ff61-4f39-b840-e02cc49207a1
10/09/2022,Saturday U10 Boys Division 3,Round 18,Magic U10 Boys Gold,,,STARS U10 Boys EW,,,,UPCOMING,St John's College (Preston),Court 1,08:30:00,def5bf,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,def5bfc0-e76f-4cc5-8ce5-9f43198a5b1c
10/09/2022,Saturday U10 Boys Division 3,Round 18,Magic U10 Boys Purple,,,Newlands U10 Boys MINIONS,,,,UPCOMING,Coburg Basketball Stadium,Court 1,09:15:00,c87dbe,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,c87dbe51-7b37-44dd-a6e6-28ed7af7a7c4
10/09/2022,Saturday U10 Girls Division 2,Round 18,Magic U10 Girls Purple,,,Panthers U10 Girls Green,,,,UPCOMING,Coburg Basketball Stadium,Court 4,09:15:00,aed70c,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,aed70c13-19b6-4cbe-b976-d2ad28e8ec0a
10/09/2022,Saturday U10 Girls Division 2,Round 18,Magic U10 Girls Gold,,,Thunder U10 Girls Blue,,,,UPCOMING,Oak Park Stadium,Court 1,09:15:00,f38562,,Coburg Basketball Association,Junior Domestic,DOMESTIC,Winter 2022,f38562ea-3530-4f8b-b88f-88107c673ff5
